iter	RMSE
0	12.22911611
1	11.99912616
2	11.8179155933	11.6651170644	11.5363361555	11.4307215666	11.3388709777	11.264659488	11.2003468199	11.13461409
10	11.07845559
11	11.03520871112	10.99546097113	10.95859517114	10.92396542115	10.89426374116	10.86727817	17	10.84308118	18	10.81841519	19	10.80074020	20	10.78347121	21	10.768731222	10.75474368223	10.73688126224	10.72131782225	10.70899511226	10.69544502727	10.68095892828	10.67081968
29	10.65953523
30	10.64389218
31	10.63417869
32	10.62444809
33	10.61584135
34	10.60847562
35	10.60370048
36	10.59438319
37	10.58618505
38	10.57683396
39	10.56997645
40	10.5675584
41	10.5601458
42	10.5556966
43	10.54665053
44	10.53991241
45	10.53184284
46	10.52612431
47	10.51944887
48	10.51317109
49	10.50635214550	10.50004843551	10.49479687552	10.48573651553	10.48137488554	10.47551677555	10.47014694556	10.4674106
57	10.46685308
58	10.46278062
59	10.46029139
60	10.40173221
61	10.4519252
62	10.44884108
63	10.44535315
664	10.37710276565	10.3718666	166	10.3667867	167	10.3613868	168	10.3587469	169	10.354370	1070	10.350871	1071	10.343872	1072	10.33852014
73	10.33419908
74	10.32961473
75	10.3259785
76	10.32345198
77	10.32011156
78	10.31495392
79	10.31181742
80	10.30747206
81	10.30357196
82	10.30159295
83	10.29739211
84	10.29277845
85	10.29039738
86	10.2887	10.387	10.2888	10.388	10.2889	10.389	10.2790	10.390	10.2791	10.391	10.2692	10.392	10.2693	10.93	10.26294	10.30949157
95	10.30590016
96	10.30013982
97	10.29618766
98	10.29162173
99	1099	10.2408100	1100	10.2360101	101	10.23190102	10.27619358
103	10.27122629
104	104	10.22020105105	10.216037106106	10.213316107107	10.209531108	10.2552364
109	10.25135252
110	10.24514515
111	10.23978946
112	10.23611756
113	10.23408901
114	10.23145554
115	10.22700685
116	10.22084676
117	10.21764406
118	10.21428983
119	10.21080977
120	10.20662557
121	10.2038909
122	10.19941347
123	10.19531387
124	10.1921289
125	10.18584199
126	10.18334838
127	10.17990483
128	10.17757861
129	10.17398874
130	10.170575
131	10.16756101
132	10.16092936
133	10.15785672
134	10.1548014
135	10.15148765
136	10.14923991
137	10.14472856
138	10.14172109
139	10.13790449
140	10.13597305
141	10.13203563
142	10.12931517
143	10.12676047
144	10.12506456
145	10.12268528
146	10.12015914
147	10.11500649
148	10.1132185
149	10.11139853
150	10.10929882
151	10.107045
152	10.10321349
153	10.10139893
154	10.09832988
155	10.09563509
156	10.09224546
157	10.08977907
158	10.08677701
159	10.08478458
160	10.08286834
161	10.08155834
162	10.07945727
163	10.07631027
164	10.0748353
165	10.07147355
166	10.06953345
167	10.06420249
168	10.06206057
169	10.05969949
170	10.05715772
171	10.0526962
172	10.04888686
173	10.04662095
174	10.04240576
175	10.03926207
176	10.0376932
177	10.03368489
178	10.03163466
179	10.02821752
180	10.02588581
181	10.02094837
182	10.01868179
183	10.01666264
184	10.013986
185	10.011949
186	10.00869758
187	10.00645877
188	10.00435605
189	10.00173484
190	10.00035368
191	9.998339998
192	9.9968303
193	9.993436544
194	9.992387502
195	9.990957551
196	9.989342046
197	9.987052481
198	9.984069543
199	9.981801211
456342
9392
89
